station,correction,approach,SW,LW,RMSE,MAE,mean,median,count
raegyeb,global_bc,GNSS,1,1,2.4245715599776423,1.8657274370812547,1.258599925910521,1.2579056612990245,4867
raegyeb,global_bc,DTEC,1,100,2.617751060791721,2.0217964373242974,1.5588230332585733,1.4401449997536402,4867
raegyeb,global_bc,Fusion,1,1000,2.1719843615959995,1.6012537366296054,0.8131405091830225,0.7668007030368549,4867
raegyeb,local_bc,GNSS,1,1,1.5231520598522532,1.059721573000279,9.051499818600003e-17,-0.0450252909608197,4867
raegyeb,local_bc,DTEC,1,100,1.528682588920504,1.0697790936014826,5.255709572090324e-17,-0.0603560490892594,4867
raegyeb,local_bc,Fusion,1,1000,1.5100250229183876,1.024716266536141,-8.029556290693551e-18,-0.0541243833654068,4867
matera,raw,GNSS,1,1,4.424335360134367,4.076096352670832,3.9897023222905643,4.023191166260528,13180
matera,raw,DTEC,1,100,4.416354705697987,4.076532076887794,3.9978507427807193,4.028478589123081,13180
matera,raw,Fusion,1,1000,4.376135498813511,4.022318962643241,3.9527813747757397,3.996029802414796,13180
matera,global_bc,GNSS,1,1,3.083137854197592,2.561765407635549,2.280929204493504,2.338711435338012,13180
matera,global_bc,DTEC,1,100,3.11660846985276,2.622394711074424,2.341649341486584,2.3975248137281158,13180
matera,global_bc,Fusion,1,1000,2.727002650624921,2.2165759540361574,1.8873258746341144,1.8420474787948644,13180
matera,local_bc,GNSS,1,1,1.4145200480772473,1.0609150171356652,-1.8868737292567153e-17,-0.02176219280433765,13180
matera,local_bc,DTEC,1,100,1.375088466801561,1.0293308220462596,-6.307549323515305e-17,-0.06026021568623015,13180
matera,local_bc,Fusion,1,1000,1.3629368052788016,1.0173443758248237,-6.684924069366648e-17,0.00083253024684525,13180
westford,raw,GNSS,1,1,4.187141676273367,3.7766117590988544,3.7235414216393616,3.5412798769648806,5104
westford,raw,DTEC,1,100,4.252389257989864,3.8520356289560485,3.8065348971202484,3.6032560879061712,5104
westford,raw,Fusion,1,1000,4.057561809230038,3.6658908087188316,3.6305061952143274,3.5163808367900993,5104
westford,global_bc,GNSS,1,1,2.907941205894656,2.250498110630411,2.0252991311811286,1.721621699629453,5104
westford,global_bc,DTEC,1,100,3.1350654807757903,2.476852996189362,2.2993855623159254,1.9470546904512518,5104
westford,global_bc,Fusion,1,1000,2.4497830671545437,1.8555485016423603,1.5690065690672974,1.2822466576415716,5104
westford,local_bc,GNSS,1,1,1.3871941724124017,0.9842397511892859,7.795923433104547e-17,0.013142310334222949,5104
westford,local_bc,DTEC,1,100,1.4016873421199425,0.9940503653652804,9.88411720982898e-17,-0.01223727885639465,5104
westford,local_bc,Fusion,1,1000,1.3273930506838987,0.9180028689775614,6.577810396681962e-17,0.00150329571236055,5104
kokee12m,raw,GNSS,1,1,4.6639196929372755,3.589713489778452,2.2940615138151577,2.0155749313638864,7522
kokee12m,raw,DTEC,1,100,4.711640724079314,3.5486463917419457,2.3688168039871953,1.9948665140590336,7522
kokee12m,raw,Fusion,1,1000,5.179596147174854,3.758355164979366,2.6380098854423295,2.0330095886372668,7522
kokee12m,global_bc,GNSS,1,1,4.122667576875949,3.060762750646612,0.590154884934984,0.18279102469162695,7522
kokee12m,global_bc,DTEC,1,100,4.111651186534669,2.98554161341322,0.8587737687350915,0.29754019846903823,7522
kokee12m,global_bc,Fusion,1,1000,4.549047844756968,3.1900981187127138,0.5706379021837412,-0.0943132400713633,7522
kokee12m,local_bc,GNSS,1,1,2.781795400839329,2.003881490559461,1.5113910890935395e-17,0.057214219108202,7522
kokee12m,local_bc,DTEC,1,100,2.7661067767933685,1.9504311881923406,2.644934405913694e-17,-0.00447051587787465,7522
kokee12m,local_bc,Fusion,1,1000,3.053626999151975,2.175094031959379,-7.556955445467697e-18,-0.0546158035903583,7522
raegsmar,raw,GNSS,1,1,3.6727291654490335,3.1310006742385497,3.0667743625790327,2.990410421331184,4320
raegsmar,raw,DTEC,1,100,3.6965922993784273,3.121596079201678,2.7387320041982557,2.7728278895147125,4320
raegsmar,raw,Fusion,1,1000,3.5551104623612866,3.0338692599542365,2.9632680795033113,2.8007373777211857,4320
raegsmar,global_bc,GNSS,1,1,2.9266988768422078,2.2784347449131253,1.8216664922552652,1.6943557495165429,4320
raegsmar,global_bc,DTEC,1,100,3.2675103425308687,2.551975338683174,1.8043770519015225,1.6766069159782269,4320
raegsmar,global_bc,Fusion,1,1000,2.5234070989058623,1.9471203110459812,1.2859340401316945,0.8428292084129755,4320
raegsmar,local_bc,GNSS,1,1,1.6786925884654458,1.3242256190588861,-4.9343245538895844e-17,-0.0733229593188311,4320
raegsmar,local_bc,DTEC,1,100,2.2531578871140048,1.5657060624083425,-2.6316397620744452e-17,0.16865689289325242,4320
raegsmar,local_bc,Fusion,1,1000,1.5573628868326166,1.2058629260285523,1.9079388275039728e-16,0.0269756296924796,4320
wark12m,raw,GNSS,1,1,4.4283098099487415,3.964450903178052,3.7020477145450417,3.894916742616264,13250
wark12m,raw,DTEC,1,100,4.414910945374888,3.9627665537824814,3.6528145774502923,3.9236352403534163,13250
wark12m,raw,Fusion,1,1000,5.129500061025541,4.21396375968869,3.509948692813359,3.6641164613806705,13250
wark12m,global_bc,GNSS,1,1,3.2676561382873186,2.7328493297937304,2.1295134605876678,2.2607013225860966,13250
wark12m,global_bc,DTEC,1,100,3.4206508095047465,2.9457801613338823,2.333204626778516,2.5506540634248287,13250
wark12m,global_bc,Fusion,1,1000,3.9774128309114425,3.0523401779421295,1.5067495696716013,1.609427662789571,13250
wark12m,local_bc,GNSS,1,1,1.8789337711665304,1.4429215021909603,3.0030485435898575e-17,0.14251084634003086,13250
wark12m,local_bc,DTEC,1,100,1.9640692268269055,1.47223643360561,3.110300277289495e-17,0.15996581939733576,13250
wark12m,local_bc,Fusion,1,1000,2.7981727222080766,2.1214765416306394,-4.2900693479855103e-17,0.00558628583363705,13250
yebes40m,raw,GNSS,1,1,2.9188123951784566,2.6255588619599366,2.6255588619599366,2.360571920984878,665
yebes40m,raw,DTEC,1,100,2.9933237218109205,2.6998614635949445,2.6998614635949445,2.5054713181584525,665
yebes40m,raw,Fusion,1,1000,3.051943935124967,2.715624678968278,2.715624678968278,2.4692432537766003,665
yebes40m,global_bc,GNSS,1,1,1.975891682725683,1.5473331946311926,1.339357831540618,1.676381663458074,665
yebes40m,global_bc,DTEC,1,100,1.9548754139663445,1.5423037911988928,1.334328420309582,1.8235983712767383,665
yebes40m,global_bc,Fusion,1,1000,1.82935115573386,1.4725375886263634,1.1654052377940196,1.3133952794749864,665
yebes40m,local_bc,GNSS,1,1,0.7973854097104308,0.6359448276898563,-3.2054559507974443e-16,0.1008350543438649,665
yebes40m,local_bc,DTEC,1,100,0.7615227046790367,0.6281687665783601,-1.389030912012226e-16,0.1181177458390374,665
yebes40m,local_bc,Fusion,1,1000,0.8322390109898915,0.6722816584974035,-2.350667697251459e-16,0.1405622626215503,665
hobart26,raw,GNSS,1,1,2.8058537049456707,2.462282380360053,2.26903965735379,2.4055787119042087,2747
hobart26,raw,DTEC,1,100,2.880272374845962,2.5088536596926265,2.339130505407207,2.4060360703746757,2747
hobart26,raw,Fusion,1,1000,3.000265604202279,2.5246843610767455,2.267110076470551,2.2153261767274905,2747
hobart26,global_bc,GNSS,1,1,1.6592300260928896,1.325607629857432,0.3839474052859302,0.5674579943380196,2747
hobart26,global_bc,DTEC,1,100,1.6993175991538114,1.358255444292572,0.4839880057728215,0.6039287591678297,2747
hobart26,global_bc,Fusion,1,1000,1.8755032557865234,1.4078991580579738,0.03750344662118004,0.1116984535003529,2747
hobart26,local_bc,GNSS,1,1,1.3813316173485586,1.0466388730784513,1.2674406280394944e-16,0.1082006121782828,2747
hobart26,local_bc,DTEC,1,100,1.4438972440424727,1.0789798281685292,1.2674406280394944e-16,0.0755795537695485,2747
hobart26,local_bc,Fusion,1,1000,1.5743808219565842,1.1722318254330895,1.0863776811767094e-16,-0.005954773762383,2747
all_stations,raw,GNSS,1,1,3.9424733553624747,3.0663186576622947,2.4531217438611583,2.4555466552686998,209680
all_stations,raw,DTEC,1,100,3.9096109649047794,3.056259141358797,2.4458872590101395,2.4483837657762644,209680
all_stations,raw,Fusion,1,1000,3.9859604420678436,3.0784141160787466,2.5054147714318695,2.424659887733231,209680
all_stations,global_bc,GNSS,1,1,3.2321032417401057,2.231253498477254,0.8611987079498323,0.8369542055114155,209680
all_stations,global_bc,DTEC,1,100,3.2286400610858097,2.274285936556318,1.0243446613872373,1.01895990661354,209680
all_stations,global_bc,Fusion,1,1000,3.1613367042056875,2.140553546026154,0.5201451691742819,0.44518336656081026,209680
all_stations,local_bc,GNSS,1,1,2.157149900572971,1.4379527987704839,4.286706222513004e-18,0.0076539244133679,209680
all_stations,local_bc,DTEC,1,100,2.137890034275768,1.4286029596333611,-1.6604632798666974e-18,-0.00457960246103,209680
all_stations,local_bc,Fusion,1,1000,2.2086510703521762,1.4686555349983195,9.42058758781514e-18,-0.0053397135228911,209680
