method,global_bias,global_RMSE,global_MAE,fortleza_N,fortleza_RMSE,fortleza_MAE,fortleza_RMSE_bc_global,fortleza_MAE_bc_global,fortleza_RMSE_bc_local,fortleza_MAE_bc_local,matera_N,matera_RMSE,matera_MAE,matera_RMSE_bc_global,matera_MAE_bc_global,matera_RMSE_bc_local,matera_MAE_bc_local,kokee_N,kokee_RMSE,kokee_MAE,kokee_RMSE_bc_global,kokee_MAE_bc_global,kokee_RMSE_bc_local,kokee_MAE_bc_local,onsala60_N,onsala60_RMSE,onsala60_MAE,onsala60_RMSE_bc_global,onsala60_MAE_bc_global,onsala60_RMSE_bc_local,onsala60_MAE_bc_local,wettzell_N,wettzell_RMSE,wettzell_MAE,wettzell_RMSE_bc_global,wettzell_MAE_bc_global,wettzell_RMSE_bc_local,wettzell_MAE_bc_local,ishioka_N,ishioka_RMSE,ishioka_MAE,ishioka_RMSE_bc_global,ishioka_MAE_bc_global,ishioka_RMSE_bc_local,ishioka_MAE_bc_local,hobart12_N,hobart12_RMSE,hobart12_MAE,hobart12_RMSE_bc_global,hobart12_MAE_bc_global,hobart12_RMSE_bc_local,hobart12_MAE_bc_local,westford_N,westford_RMSE,westford_MAE,westford_RMSE_bc_global,westford_MAE_bc_global,westford_RMSE_bc_local,westford_MAE_bc_local,wettz13s_N,wettz13s_RMSE,wettz13s_MAE,wettz13s_RMSE_bc_global,wettz13s_MAE_bc_global,wettz13s_RMSE_bc_local,wettz13s_MAE_bc_local,sejong_N,sejong_RMSE,sejong_MAE,sejong_RMSE_bc_global,sejong_MAE_bc_global,sejong_RMSE_bc_local,sejong_MAE_bc_local,hobart26_N,hobart26_RMSE,hobart26_MAE,hobart26_RMSE_bc_global,hobart26_MAE_bc_global,hobart26_RMSE_bc_local,hobart26_MAE_bc_local,raegyeb_N,raegyeb_RMSE,raegyeb_MAE,raegyeb_RMSE_bc_global,raegyeb_MAE_bc_global,raegyeb_RMSE_bc_local,raegyeb_MAE_bc_local,yebes40m_N,yebes40m_RMSE,yebes40m_MAE,yebes40m_RMSE_bc_global,yebes40m_MAE_bc_global,yebes40m_RMSE_bc_local,yebes40m_MAE_bc_local,onsa13ne_N,onsa13ne_RMSE,onsa13ne_MAE,onsa13ne_RMSE_bc_global,onsa13ne_MAE_bc_global,onsa13ne_RMSE_bc_local,onsa13ne_MAE_bc_local,onsa13sw_N,onsa13sw_RMSE,onsa13sw_MAE,onsa13sw_RMSE_bc_global,onsa13sw_MAE_bc_global,onsa13sw_RMSE_bc_local,onsa13sw_MAE_bc_local,wark12m_N,wark12m_RMSE,wark12m_MAE,wark12m_RMSE_bc_global,wark12m_MAE_bc_global,wark12m_RMSE_bc_local,wark12m_MAE_bc_local,raegsmar_N,raegsmar_RMSE,raegsmar_MAE,raegsmar_RMSE_bc_global,raegsmar_MAE_bc_global,raegsmar_RMSE_bc_local,raegsmar_MAE_bc_local,kokee12m_N,kokee12m_RMSE,kokee12m_MAE,kokee12m_RMSE_bc_global,kokee12m_MAE_bc_global,kokee12m_RMSE_bc_local,kokee12m_MAE_bc_local
GNSS_2023_107_SW1_LW1,3.1616821791371565,5.321944197669638,4.308862391186676,,,,,,,,38.0,4.405724177824208,4.391659835917689,1.2792866930586981,1.229977652798959,0.3517519248735155,0.29101904607545653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,2.9924088547571603,2.981791313054324,0.30950289910655376,0.27894611007317227,0.25185575122048137,0.2074498970494754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_123_SW1_LW100,2.11729426114684,5.0478430904136,3.665954962479527,,,,,,,,155.0,4.9026594112927775,4.777110272787042,2.87922002904786,2.6598160144829937,1.102400446648203,0.9689399331402624,,,,,,,,488.0,1.6945288473995532,1.3587893253175343,1.4548899860670603,1.2412805501905568,1.1582605074966688,0.9619290896949855,193.0,2.256447019065686,1.9584326192118595,1.5973180798202296,1.3031471002744868,1.530010603987152,1.2517352104062283,,,,,,,,233.0,3.545220210050029,3.331059341019858,1.7163495216218763,1.342845342557387,1.2135196761287086,1.0733997795484762,,,,,,,,,,,,,,,209.0,4.366179218616368,2.984267923805572,3.302924350434895,2.259448866520874,3.187109337318477,2.5691732779787517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_123_SW1_LW1000,2.599342847739881,4.6346540262226865,3.4125500006006773,,,,,,,,155.0,4.535863805651385,4.361093109602661,2.1584001797430417,1.7617502612800529,1.2469672621181598,1.0597744946218688,,,,,,,,488.0,1.73073499098273,1.3450883483212055,1.74341612643128,1.5261328819245707,1.152499055005614,0.9870752095277202,193.0,2.365535005059408,2.0455311152866935,1.5448755053078882,1.2643309941924632,1.3860017549148682,1.1541542338567239,,,,,,,,233.0,3.5549955770493793,3.3609498557701953,1.3863819292071813,1.0919371906604276,1.1584513886387102,1.0186405707294397,,,,,,,,,,,,,,,209.0,4.814541628090096,4.065797970040433,2.966410049106489,2.0955425279451845,2.578584486773221,1.9545205990596484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_123_SW1_LW1,2.5131707733686,4.678927568369749,3.5150453779435207,,,,,,,,155.0,4.711206065324973,4.589110104448143,2.3334641935839215,2.0759393304072002,1.0656129875366405,0.9700785174068145,,,,,,,,488.0,1.7328895643451718,1.42785891568334,1.6514535937956643,1.4165859403808643,1.1327352562496718,0.9169214614063919,193.0,2.2078111347478284,1.9625882768430103,1.6746952850131835,1.322428569980384,1.4460064452155557,1.1517658014953653,,,,,,,,233.0,3.597744769407455,3.4540608059782123,1.3778626298012306,1.0125901268246553,1.00659394713253,0.8761990027695611,,,,,,,,,,,,,,,209.0,4.388444332634954,3.146332991735657,3.124088148511129,2.252383994009844,3.0592535634941416,2.4891619723191494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_213_SW1_LW100,1.5569917976490122,3.895179524510726,3.0095442425714496,473.0,2.4164748318986717,2.0840900728736456,1.331822726595616,0.9920997980751999,1.2230777495111411,0.9596600474420005,,,,,,,,627.0,2.1621151298799344,1.8867820510311815,1.1673428573570932,0.9340813814004585,1.1319900262274634,0.9029852912330081,,,,,,,,66.0,4.060058617858936,4.030293188334977,2.5215139450304824,2.473301392566601,0.4907268043538073,0.4463544654902717,,,,,,,,158.0,4.804506819045663,4.472044105350675,3.4031804626930455,2.9150523095822987,1.7561626616161035,1.53969846846301,,,,,,,,,,,,,,,152.0,2.3394612920630182,2.233561570762318,1.4390196398717507,1.291171799639354,1.4043231724506477,1.1010633231449496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_213_SW1_LW1000,2.028593509806172,3.398933549350788,2.7453953576550667,473.0,2.421144874056724,1.9091761322238765,1.497531704589642,1.2121648627386945,1.4925363068463229,1.2036740234227579,,,,,,,,627.0,2.2570121645703396,1.9021098253951614,1.342691196436423,1.0849736150132374,1.3272455628449475,1.0635889881713851,,,,,,,,66.0,3.8832073673097454,3.8667850910042487,1.872490539313493,1.8381915847654686,0.35675274002584795,0.2879185873040461,,,,,,,,158.0,4.29689425407899,4.024522968064839,2.5000499048700773,1.9959294618260586,1.505494971846675,1.3250857004248706,,,,,,,,,,,,,,,152.0,1.968106904400842,1.8520862841216148,0.764915563071529,0.5388715577993736,0.73726697405154,0.5225196756001821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_213_SW1_LW1,1.8289401399950547,3.361393708249918,2.752554441440054,473.0,2.023439810055518,1.687594404452257,1.3428000384055299,1.0983549947583624,1.3115303676049748,1.0809390145789208,,,,,,,,627.0,1.9965003117120133,1.6769787200173796,1.1913559759053045,0.9505885907818172,1.1721996934524401,0.9347446896012819,,,,,,,,66.0,3.9761662999667617,3.949550583530217,2.16977816043439,2.1206104386168034,0.4592914468259735,0.40594850904657526,,,,,,,,158.0,4.739150647069014,4.380142736617982,3.127704130250734,2.5512025917045684,1.8093917382555376,1.5979251139618473,,,,,,,,,,,,,,,152.0,2.122840616989281,2.0719405209315305,1.5922141824968281,1.0264601239835096,1.547290677593867,1.19225681834457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_037_SW1_LW100,1.8122640844048594,6.2134259776879555,4.411708766761332,,,,,,,,,,,,,,,308.0,8.815182006209582,6.835414237650872,10.284272966218529,8.647508401637488,5.56658502919899,4.750453534362379,,,,,,,,,,,,,,,257.0,1.843592678658943,1.322588032876008,1.6316383989188346,1.4719742076903535,1.4724685934654551,1.258255378223437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_037_SW1_LW1000,1.9978459944270757,6.336311961801069,4.4925976285434865,,,,,,,,,,,,,,,308.0,7.365389665897143,5.664469308193868,8.949449205505049,7.466807945379525,4.9334997910947695,4.051209911275694,,,,,,,,,,,,,,,257.0,2.437310245721587,1.889300754380286,1.5820425500454198,1.4346753357693875,1.5759604144290955,1.4099698052352958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_037_SW1_LW1,1.4692001780360615,5.7704375881960415,4.0008618322048015,,,,,,,,,,,,,,,308.0,9.229198753803914,7.264799581378181,10.425140209666798,8.73399975449899,5.692169769044412,4.7711797395676285,,,,,,,,,,,,,,,257.0,1.8422756979054464,1.461862928206328,1.3860909662956242,1.1876631580081403,1.3662991665987871,1.141773681861451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_031_SW1_LW100,0.4706841150572463,4.866668282476554,3.3355259374327306,,,,,,,,125.0,3.2908733870665823,3.2298993522023847,2.830347426457012,2.7592152380896517,0.6305535856259169,0.5084692256768844,,,,,,,,426.0,2.6497721867991983,2.240239650975638,2.3097898191232855,1.8735083804323582,1.707186312425992,1.4657529699672087,79.0,3.4147106687329845,3.375368416650285,2.950309797368181,2.9046843025375524,0.5168529801003477,0.46333838283668044,,,,,,,,369.0,3.7963461112153483,3.2199297581189237,3.4062659555600066,2.822566372812248,2.011043547246083,1.7643314800592802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_031_SW1_LW1000,0.9757339616962244,4.13349884441338,3.039126786584305,,,,,,,,125.0,2.950613338958378,2.827975562224357,2.0345693009141157,1.8522415999866786,0.8418273549255466,0.6519743403267545,,,,,,,,426.0,2.5172671917750566,2.1932945365206864,1.865427242425528,1.5273291233428623,1.589690818887793,1.373495212662265,79.0,3.4121799611292767,3.3515147706012676,2.4606209132986074,2.3757808083635914,0.6405629005599034,0.5764273168613648,,,,,,,,369.0,3.7919061089461357,3.1628830913494985,3.0381633339015672,2.6274922526013307,2.1464037549680213,1.8388385770960725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_031_SW1_LW1,0.5866079140825499,4.464208103341801,3.11288173452931,,,,,,,,125.0,3.3794111417167634,3.3114133101796797,2.807049339670952,2.7248053951471225,0.6745083794322032,0.5554130383329845,,,,,,,,426.0,2.7666766657902033,2.362445645110217,2.352283638378549,1.9163062123649446,1.7996413398317863,1.5617580332108336,79.0,3.4634033279869616,3.4205255172312006,2.8855253896531052,2.833917602198645,0.5432934734389734,0.49419233003774005,,,,,,,,369.0,3.788866915420793,3.2127388006043565,3.321443600799656,2.881781360826085,2.140742429048317,1.824485235467194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_333_SW1_LW100,0.7496197682106343,5.619783647000163,4.043957875222236,,,,,,,,205.0,4.255346557779313,4.149661027175471,3.5282528518679075,3.4000412498040027,0.9424901518558478,0.7524353438957444,,,,,,,,158.0,2.179882349575189,1.6565808382118885,1.6881793926957136,1.2836337124198136,1.43216144293439,1.3493027760313099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_333_SW1_LW1000,1.0448769823005852,5.41814961233157,3.9154927197380656,,,,,,,,205.0,3.960983075558639,3.820130613617629,2.9661459246812454,2.775253614850322,1.0468949420851075,0.902823016621556,,,,,,,,158.0,2.2655994566172835,1.7974533045878733,1.7219098673185393,1.4660122392266743,1.6430947607759139,1.491419845819233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_333_SW1_LW1,0.7496170104734595,5.61978497702878,4.043956992748589,,,,,,,,205.0,4.255345479443133,4.149659494318461,3.528254533615025,3.4000424737560575,0.9424920321306522,0.7524362488935253,,,,,,,,158.0,2.179862695205028,1.6565475380776884,1.6881607934871574,1.28362944900562,1.4321452757348376,1.3492920440244855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_201_SW1_LW100,1.657636177757991,3.4197062292634675,2.715366914089078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2.174018408751225,1.795947081040237,1.3523517472094728,1.1875455108408046,1.3515972515207657,1.1891048552359653,,,,,,,,,,,,,,,,,,,,,,299.0,3.2830655264600286,2.831569957778278,2.034416710830556,1.7448231390500188,1.6615447105744063,1.5610553982991913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,5.849024535804049,5.843615904278034,4.193526855019395,4.185979730010917,0.25147799845433444,0.22169607940519379,,,,,,,,,,,,,,
Fusion_2023_201_SW1_LW1000,2.3719585461725003,4.225804688742804,3.0623077167389816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,2.3452894569027283,1.9481367619269598,1.4308947386592996,1.2221951975393825,1.35557716804494,1.2051702929847155,,,,,,,,,,,,,,,,,,,,,,299.0,4.177425486870869,3.3992137006745207,2.636566531011319,2.2153202697417864,2.4282153766717145,2.15014285627495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,9.485951954062378,9.296990551603114,7.176720662301842,6.925032007617578,1.8839456356758886,1.7034047626947715,,,,,,,,,,,,,,
GNSS_2023_201_SW1_LW1,1.6653216665416313,3.4966976945438484,2.735504307909706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,1.7770041887939445,1.4158329074887597,1.2189760347865644,1.0554651356424432,1.1732595028516628,1.0415117065074189,,,,,,,,,,,,,,,,,,,,,,299.0,3.2544954853635186,2.8220973436302876,1.9913908237053637,1.6888893891780588,1.6209588049442831,1.53631136537603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,5.353743731112343,5.345114495793359,3.6923161059304244,3.679792828520214,0.30384694384577215,0.26740404768752757,,,,,,,,,,,,,,
DTEC_Fusion_2023_354_SW1_LW100,2.687386879768614,5.159646101716306,4.00018958321372,249.0,15.485537093699335,14.829333773425374,12.950063182013643,12.297510410907584,4.691434416556657,3.359593302725048,,,,,,,,329.0,4.75768082012871,4.64632195645317,2.210123456717763,1.9650330466008346,1.0233372187122776,0.8686940612339586,,,,,,,,,,,,,,,,,,,,,,188.0,3.742515933448935,3.6972904491027836,1.1646347343347017,1.0234465211904518,0.5800593479054431,0.4911813708526544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,4.340462530298336,4.256223228123439,1.7847762588279728,1.6425472570309134,0.8509869618897412,0.6794179479062249,,,,,,,,,,,,,,
Fusion_2023_354_SW1_LW1000,3.3768069942288035,5.8198828106084,4.4451374580506355,249.0,20.021279955045372,18.63385122265237,16.92361184659166,15.329763981210252,7.32333528184791,6.42303558411127,,,,,,,,329.0,5.530087462098499,5.4244299735137025,2.3130470434810824,2.068175168461024,1.0758377205253342,0.884388130646816,,,,,,,,,,,,,,,,,,,,,,188.0,3.982874299951141,3.9024177289119644,0.95430089186516,0.8420364099810572,0.7965070987033808,0.6374303593303938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,3.4385402664083973,3.1030945402620227,2.140791137994713,1.647275863658046,2.0501611807981712,1.6979774633040772,,,,,,,,,,,,,,
GNSS_2023_354_SW1_LW1,2.9446200994116105,5.257814124463567,4.072837478630099,249.0,16.840456378303376,16.23696636571976,14.02313671945917,13.292346263343426,4.4678735734154476,3.8840770661504114,,,,,,,,329.0,5.017653584351256,4.9602997632169785,2.1529603448993795,2.018871624842404,0.7564877735843369,0.5965843325536523,,,,,,,,,,,,,,,,,,,,,,188.0,3.8421056782563974,3.7977473159149824,1.032820124625203,0.8793976402076348,0.5821437686264428,0.49062935214190284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,4.306403425802068,4.1466394831628905,1.6719276462278156,1.3477783311877551,1.1621064763757158,1.0239420742732306,,,,,,,,,,,,,,
DTEC_Fusion_2023_348_SW1_LW100,0.744327046614434,5.521296354253874,3.752177721995036,,,,,,,,131.0,3.0246224178445615,2.9195761902110187,2.314330244756534,2.175249144745043,0.790199746950602,0.6560007929876456,457.0,3.428599376885041,3.115129763392232,2.7698313616050485,2.380860386360605,1.4322221351467612,1.3062038917138847,274.0,2.8136971469871477,2.322159264384771,2.4568243618138133,1.9414700046617444,2.289435675381601,1.6157133249150502,82.0,2.6070994119114186,2.503704844957052,1.903638525106464,1.759377799491076,0.7269314912200816,0.6788950609419964,433.0,3.9140234602097483,3.576031802265314,3.2480960616858887,2.840143582550691,1.5910927679614968,1.3734697905414068,370.0,3.460211816249098,3.2423309112644136,2.7749557453611944,2.498003865798438,1.2084519333300603,1.0507151637713048,233.0,5.9981600314641375,5.640712024943293,5.3977204058787,5.011388299806826,3.3601650839293997,2.5636070677772476,69.0,2.7138787130058044,2.609434457274122,2.0086351434937697,1.865107411808145,0.7456470224553686,0.7044008074462388,,,,,,,,,,,,,,,143.0,3.195689161207101,2.7478954156088045,2.5837542866475234,2.108955440667364,1.6314104327031442,1.4574608334633776,,,,,,,,,,,,,,,,,,,,,,280.0,3.0225930846047153,2.8864916041101893,3.058415366013361,2.8880696228503595,3.0141447262586794,2.884275784077149,287.0,3.3127585846508936,3.005894454403458,2.655871818129205,2.2760479702867107,1.392468300955081,1.1245566183950146,246.0,4.356497856750586,4.328412646549235,3.617953445382824,3.5840856010832596,0.49388008368944497,0.4255701555402738
Fusion_2023_348_SW1_LW1000,1.6047330975809713,5.1659202819978,3.693580364839133,,,,,,,,131.0,3.0149362269904474,2.9078065096345487,1.5272531108438099,1.30910887112568,0.7965561846764704,0.6394193460029908,457.0,3.4705256744508026,3.1366777121585607,2.1336953109193026,1.8148327850969321,1.4851940570410098,1.3205466334002993,274.0,2.630591580387145,2.1583392060845608,2.223152884011159,1.5251125482793872,2.215342562288599,1.5349414841541311,82.0,2.3907343176772926,2.32076571677913,0.9178015977985124,0.7256746349079707,0.5741577009346501,0.5180816391621368,433.0,4.183235696266937,3.799747311323185,2.807039124367029,2.244060941191617,1.7496803309788207,1.5811213344517396,370.0,3.2972189043235365,3.0874845729407685,1.8808624201412025,1.500388336811698,1.1571912179416421,0.9717999293481616,233.0,6.320990576093687,5.958242632404199,5.015385811205528,4.601451126715167,3.2624699659023215,2.6008582615579385,69.0,2.442388956114655,2.3632393137265106,0.9775967646751138,0.7699648440866492,0.6167363772377044,0.5762954232849692,,,,,,,,,,,,,,,143.0,3.088016307270974,2.802877287527169,1.7650136309994415,1.4357403389091772,1.2960415213394216,1.1708741905550935,,,,,,,,,,,,,,,,,,,,,,280.0,2.427608652853138,2.088719839270726,2.413968741434835,2.080190976580648,2.2838671077939514,2.0649575658265107,287.0,3.7673689220054167,3.346898031871745,2.4548891637645234,1.998197254345508,1.7295496982582768,1.3102149623422412,246.0,4.213164763147982,4.144338122576933,2.6504362876040592,2.5396050219396518,0.7584318342391018,0.5919672505824815
GNSS_2023_348_SW1_LW1,1.1355833798978399,5.080312219989831,3.589312133687485,,,,,,,,131.0,3.147980446393462,3.047532027315176,2.068302942560005,1.9119486470191969,0.7888785922839066,0.6359375195096818,457.0,3.3731341954032272,2.9727407198942735,2.4598279684201874,2.0812138867510326,1.7000297900960915,1.548277809289564,274.0,2.842153967911677,2.345584788138088,2.397722567720845,1.7860787591527338,2.353657558141178,1.6806069651344222,82.0,2.6978063113421236,2.558294398534196,1.6605406665789244,1.4227110182382166,0.8563227568773091,0.8022530650961541,433.0,4.120882506209044,3.73551819847341,3.1284560852959116,2.6038312451591925,1.7399932237953422,1.5257477989000845,370.0,3.149101012761198,2.9558303671030037,2.119717698766838,1.8266028581408653,1.086233874211869,0.8502532596535363,233.0,6.0354817139723895,5.709918929898981,5.1303014266474865,4.749790492481352,3.35369031217228,2.5472699321695607,69.0,2.837514670131771,2.705127299177145,1.7880838659739726,1.5695439188811648,0.856607143595933,0.8125437107074776,,,,,,,,,,,,,,,143.0,2.989007678697494,2.757982728960735,1.9899441742457762,1.6990804862708055,1.1522578574550393,1.0371855852317169,,,,,,,,,,,,,,,,,,,,,,280.0,2.7062571829006004,2.544416250359807,2.7490994192637084,2.4765400382827605,2.6660289681992513,2.5096385483283896,287.0,3.743653427143159,3.3047761047898296,2.7926319048109325,2.3519844288822473,1.7588052421376517,1.358555441421372,246.0,4.3786919895931105,4.351541836435932,3.2526014168804553,3.2159584561399543,0.48685437809951565,0.36836806505654435
DTEC_Fusion_2023_122_SW1_LW100,2.710310565527613,4.732794064218453,3.598428307893297,,,,,,,,259.0,4.745545003167562,4.647509693129013,2.161849086627526,1.937199123474867,0.959609831838167,0.8131938187072325,,,,,,,,,,,,,,,89.0,4.939243190137343,4.843001760963507,2.343038401757645,2.1326911913093607,0.9702871918264608,0.89294717455887,,,,,,,,286.0,1.9086041703467067,1.7611572554341897,1.4874274333176318,1.0981015530913254,1.0107090849966536,0.8251331786216795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fusion_2023_122_SW1_LW1000,2.9650266089079755,4.875101012962841,3.6194534270489127,,,,,,,,259.0,4.959821572546773,4.858842588709879,2.139630265586488,1.8944652484989917,0.9957302494347664,0.7919995281354858,,,,,,,,,,,,,,,89.0,4.895167999043604,4.812968713683892,2.0525330451683765,1.8479420990787518,0.8933095208048468,0.7989183451642939,,,,,,,,286.0,2.187644890549205,1.9816627796400597,1.6180186440177218,1.205261393980291,1.1706432032951588,0.9581780222909643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNSS_2023_122_SW1_LW1,2.6741996261668297,4.707867175303131,3.5239870382465983,,,,,,,,259.0,4.752040949635951,4.6745775403624945,2.1752539608769275,2.0003779113345774,0.8545279434608782,0.7230152798897842,,,,,,,,,,,,,,,89.0,4.9204010553522055,4.84506776242698,2.334166526966197,2.1708681333990616,0.8577091132790382,0.8034725181959491,,,,,,,,286.0,2.257938028969171,2.080707481004904,1.3279470278340648,0.9262706270738974,1.1199325898706989,0.8981806273691361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTEC_Fusion_2023_222_SW1_LW100,2.6696370655156727,3.7957721546811047,3.2095456795584254,,,,,,,,,,,,,,,291.0,6.734865003465449,5.954004163987697,4.549209631468072,3.697919066809378,3.147735857742964,2.7441111788006296,,,,,,,,91.0,2.20380316965708,1.5348153922582144,2.1689271796610314,1.9363547364780784,1.7314561578330823,1.6528745347366824,,,,,,,,,,,,,,,294.0,3.368328362059853,3.274485049614812,0.9945977573873779,0.8149400592646258,0.7895464612712126,0.6918562664738271,91.0,2.20380316965708,1.5348153922582144,2.1689271796610314,1.9363547364780784,1.7314561578330823,1.6528745347366824,,,,,,,,,,,,,,,199.0,3.6743764947752338,3.5317330464060603,1.330831993693691,0.9971589393496698,1.01385616054749,0.8886887034839438,,,,,,,,190.0,1.9915308265325575,1.5968724700048833,1.7336131050831856,1.4566567465734295,1.2929360634171638,1.0592690220442813,243.0,1.92896080342139,1.6002951999075095,1.626719632362782,1.3697226984757502,1.1667477580156052,0.9176559173146839,,,,,,,,,,,,,,,291.0,6.734865003465449,5.954004163987697,4.549209631468072,3.697919066809378,3.147735857742964,2.7441111788006296
Fusion_2023_222_SW1_LW1000,2.8658245918006435,3.9762979595711627,3.219005438625927,,,,,,,,,,,,,,,291.0,6.01806311178751,5.035580455625838,3.9456119445453646,3.0548495354049807,3.295453397087667,2.7605278002282723,,,,,,,,91.0,2.159924965738547,1.6055248926525276,2.4700171451489696,2.085025478225228,1.807525502029451,1.7366700783622677,,,,,,,,,,,,,,,294.0,3.341421972120996,3.27289775927265,0.7867335125636608,0.6706470156935882,0.6732317974672857,0.5670940353456566,91.0,2.159924965738547,1.6055248926525276,2.4700171451489696,2.085025478225228,1.807525502029451,1.7366700783622677,,,,,,,,,,,,,,,199.0,3.7581759236725856,3.5801983055171673,1.3477374278944927,1.0360104892340953,1.142832606484559,0.9806322874581951,,,,,,,,190.0,1.8806009836666118,1.540768154167482,2.046304335166087,1.7387974348224187,1.3401061704210473,1.1188319702454192,243.0,1.9372017123755687,1.6485222415449907,1.873256178320117,1.5570158689451363,1.2553384844857771,0.990996581195667,,,,,,,,,,,,,,,291.0,6.01806311178751,5.035580455625838,3.9456119445453646,3.0548495354049807,3.295453397087667,2.7605278002282723
GNSS_2023_222_SW1_LW1,2.751292234264318,3.879909922105625,3.1836025758358484,,,,,,,,,,,,,,,291.0,6.43699357576812,5.63538458992919,4.242088582896027,3.4794111933621252,3.1108402109508404,2.5660042685111737,,,,,,,,91.0,2.1786120249522334,1.4732030055590195,2.165506158714667,1.918335542737243,1.6808849897607643,1.6069901671648472,,,,,,,,,,,,,,,294.0,3.4009953320159663,3.3152683219233694,0.9454280679461906,0.7553818316974301,0.7587919359388312,0.6225450264951253,91.0,2.1786120249522334,1.4732030055590195,2.165506158714667,1.918335542737243,1.6808849897607643,1.6069901671648472,,,,,,,,,,,,,,,199.0,3.4760219085772155,3.36144569848788,1.075034128421384,0.8262128193274108,0.8851051491354641,0.796911533662434,,,,,,,,190.0,1.8065448515927365,1.3526731911754593,1.902591071859136,1.7077120601014257,1.243034503317311,0.9890859680859373,243.0,1.8092426588235484,1.4521433604134317,1.7413027293190044,1.5408265410555424,1.1217945737274053,0.8763977430032037,,,,,,,,,,,,,,,291.0,6.43699357576812,5.63538458992919,4.242088582896027,3.4794111933621252,3.1108402109508404,2.5660042685111737
